City,Country,Code,International code
Nakhon Ratchasima,Thailand,NAK,VTUQ
Nakhon Sawan,Thailand,TKH,VTPI
Nakhon Sawan,Thailand,\N,VTPN
Nakhon Si Thammarat,Thailand,\N,VTSN
Nakhon Si Thammarat,Thailand,NST,VTSF
Nakina,Canada,YQN,CYQN
Nalchik,Russia,NAL,URMN
Namangan,Uzbekistan,NMA,UTKN
Namest,Czech Republic,\N,LKNA
Namlea,Indonesia,NAM,WAPR
Nampong,Burma,\N,VYNP
Nampula,Mozambique,APL,FQNP
Namsang,Burma,NMS,VYNS
Namsos,Norway,OSY,ENNM
Namur,Belgium,\N,EBNM
Nan,Thailand,NNT,VTCN
Nanaimo,Canada,YCD,CYCD
Nanaimo,Canada,ZNA,CAC8
Nanchang,China,KHN,ZSCN
Nanchong,China,NAO,ZUNC
Nancy,France,ENC,LFSN
Nancy,France,\N,LFSO
Nandayure,Costa Rica,PBP,MRIA
Nanded,India,NDC,VAND
Nandi,Fiji,NAN,NFFN
Nangapinoh,Indonesia,NPO,WIOG
Nangis,France,\N,LFAI
Nanisivik,Canada,YSR,CYSR
Nanjing,China,NKG,ZSNJ
Nanki-shirahama,Japan,SHM,RJBD
Nannhausen,Germany,\N,EDRN
Nanning,China,NNG,ZGNN
Nanortalik,Greenland,JNN,BGNN
Nantes,France,NTE,LFRS
Nantucket,United States,ACK,KACK
Nanyang,China,NNY,ZHNY
Nanyuki,Kenya,NYK,HKNY
Napa,United States,APC,KAPC
Napakiak,United States,WNA,PANA
Napaskiak,United States,PKA,PAPK
NAPIER,New Zealand,NPE,NZNR
Naples,Italy,NAP,LIRN
Naples,United States,APF,KAPF
Nappanee ,United States,\N,KC03
Napuka,French Polynesia,NAU,NTGN
Naracoorte,Australia,NAC,YNRC
Narathiwat,Thailand,NAW,VTSC
Narrabri,Australia,NAA,YNBR
Narrandera,Australia,NRA,YNAR
Narsaq,Greenland,JNS,BGNS
Narsaq Kujalleq,Greenland,\N,BGFD
Narssarssuaq,Greenland,UAK,BGBW
Narvik,Norway,NVK,ENNK
Naryan-Mar,Russia,NNM,ULAM
Naryn,Kyrgyzstan,\N,UAFN
Nashua,United States,ASH,KASH
Nashville,United States,BNA,KBNA
Nashville,United States,\N,KJWN
Nasik Road,India,ISK,VAOZ
Nasiriyah,Iraq,\N,ORTL
Nassau,Bahamas,NAS,MYNN
Nassau,Bahamas,PID,MYPI
Natal,Brazil,NAT,SBSG
Natal,Brazil,\N,SBNT
Natashquan,Canada,YNA,CYNA
Natuashish,Canada,YNP,CNH2
Nauen,Germany,\N,EDOI
Nauru,Nauru,INU,ANYN
Nausori,Fiji,SUV,NFNA
Navegantes,Brazil,NVT,SBNF
Navoi,Uzbekistan,NVI,UTSA
Nawabshah,Pakistan,WNS,OPNH
Nawapara,India,\N,VENP
Naypyidaw,Burma,NYT,VYEL
Naypyidaw,Burma,NMT,VYNT
Nazca,Peru,NZC,SPZA
N'djamena,Chad,NDJ,FTTJ
Ndola,Zambia,NLA,FLND
Nea Anghialos,Greece,VOL,LGBL
Necochea,Argentina,NEC,SAZO
Needles,United States,EED,KEED
Neerlerit Inaat,Greenland,CNP,BGCO
Nefteyugansk,Russia,NFG,USRN
Negage,Angola,GXG,FNNG
Negril,Jamaica,NEG,MKNG
Neiva,Colombia,NVA,SKNV
Nejanilini Lake,Canada,\N,CYNN
Nejran,Saudi Arabia,EAM,OENG
Nelson,New Zealand,NSN,NZNS
Nelson Lagoon,United States,NLG,PAOU
Nelspruit,South Africa,NLP,FANS
Nema,Mauritania,EMN,GQNI
Nemiscau,Canada,YNS,CYHH
Nenana,United States,ENN,PANN
Neodesha,United States,\N,K2K7
Nepalgunj,Nepal,KEP,VNNG
Neryungri,Russia,NER,UELL
Neubrandenburg,Germany,FNB,EDBN
Neuburg,Germany,\N,ETSN
Neuchatel,Switzerland,QNC,LSGN
Neumuenster,Germany,EUM,EDHN
Neuquen,Argentina,NQN,SAZN
Neustadt-Glewe,Germany,\N,EDAN
Nevatim,Israel,VTM,LLNV
Nevers,France,NVS,LFQG
Nevsehir,Turkey,NAV,LTAZ
New Bedford,United States,EWB,KEWB
New Bern,United States,EWN,KEWN
New Castle,United States,\N,KUWL
New Haven,United States,HVN,KHVN
New Orleans,United States,NBG,KNBG
New Orleans,United States,MSY,KMSY
New Orleans,United States,NEW,KNEW
New Philadelpha,United States,PHD,KPHD
New Plymouth,New Zealand,NPL,NZNP
New Richmond,United States,\N,KRNH
New Smyrna Beach,United States,\N,KEVB
New Stuyahok,United States,KNW,PANW
New York,United States,LGA,KLGA
New York,United States,JFK,KJFK
New York,United States,JRB,KJRB
New York,United States,JRA,KJRA
New York,United States,\N,KIDL
New York,United States,\N,NK39
Newark,United States,EWR,KEWR
Newberry,United States,\N,KERY
Newburgh,United States,SWF,KSWF
Newcastle,United Kingdom,NCL,EGNT
Newcastle,South Africa,NCS,FANC
Newcastle,Australia,NTL,YWLM
Newcastle,Ireland,\N,EINC
Newman,Australia,ZNE,YNWN
Newnan,United States,\N,KCCO
Newport,United States,ONP,KONP
Newport News,United States,PHF,KPHF
Newquai,United Kingdom,NQY,EGHQ
Newton,United States,EWK,KEWK
Newtownards,United Kingdom,\N,EGAD
N'gaoundere,Cameroon,NGE,FKKN
Ngau,Fiji,NGI,NFNG
Ngawa,China,AHJ,ZUHY
Nha Trang,Vietnam,CXR,VVCR
Nhatrang,Vietnam,NHA,VVNT
Niagara Falls,United States,IAG,KIAG
Niamey,Niger,NIM,DRRN
Niaqornaarsuk,Greenland,\N,BGNK
Niaqornat,Greenland,\N,BGNT
Niatougou,Togo,LRL,DXNG
Niau,French Polynesia,NIU,NTKN
Nice,France,NCE,LFMN
Nicosia,Cyprus,ECN,LCEN
Nicoya,Costa Rica,\N,MRCV
Nicoya,Costa Rica,TMU,MRTR
Niederoeblarn,Austria,\N,LOGO
Niederstetten,Germany,\N,ETHN
Nienburg Weser,Germany,\N,EDXI
Nieuw Nickerie,Suriname,ICK,SMNI
Nightmute,United States,NME,PAGT
Niigata,Japan,KIJ,RJSN
Niijima,Japan,\N,RJAN
Nikolai,United States,NIB,PAFS
Nikolayev,Ukraine,NLV,UKON
Nikolayevsk-na-Amure Airport,Russia,NLI,UHNN
Nikolski,United States,IKO,PAKO
Nikolskoye,Russia,\N,UHPX
Nikunau,Kiribati,NIG,NGNU
Nimes,France,FNI,LFTW
Ninbo,China,NGB,ZSNB
Ninglang,China,NLH,ZPNL
Nioki,Congo (Kinshasa),NIO,FZBI
Niort,France,NIT,LFBN
Nipawin,Canada,\N,CYBU
Nis,Serbia,INI,LYNI
Nittenau,Germany,\N,EDNM
Niuatoputapu,Tonga,NTT,NFTP
Nizhneangarsk,Russia,\N,UIUN
Nizhnekamsk,Russia,NBC,UWKE
Nizhnevartovsk,Russia,NJC,USNN
Nizhniy Novgorod,Russia,GOJ,UWGG
Noatak,United States,WTK,PAWN
Noervenich,Germany,\N,ETNN
Nogales,Mexico,NOG,MMNG
Nogales,United States,OLS,KOLS
Nogliki,Russia,NGK,UHSN
Nome,United States,OME,PAOM
Nondalton,United States,NNL,PANO
Nonouti,Kiribati,NON,NGTO
Noonkanbah,Australia,NKB,YNKA
Noorvik,United States,ORV,PFNO
Nordborg,Denmark,\N,EKNB
Norden,Germany,NOD,EDWS
Norderney,Germany,NRD,EDWY
Nordfjordur,Iceland,NOR,BINF
Nordholz,Germany,FCN,ETMN
Norfolk,United States,ORF,KORF
Norfolk,United States,NGU,KNGU
Norfolk  Nebraska,United States,OFK,KOFK
Norfolk Island,Norfolk Island,NLK,YSNF
Norilsk,Russia,NSK,UOOO
Norman Wells,Canada,YVQ,CYVQ
Norman's Cay,Bahamas,NMC,MYEN
Normanton,Australia,NTN,YNTN
Norrkoeping,Sweden,\N,ESCK
Norrkoeping,Sweden,NRK,ESSP
Norsup,Vanuatu,NUS,NVSP
North Battleford,Canada,YQW,CYQW
North Bay,Canada,YYB,CYYB
North Bend,United States,OTH,KOTH
North Caicos,Turks and Caicos Islands,NCA,MBNC
North Connel,United Kingdom,OBN,EGEO
North Eleuthera,Bahamas,ELH,MYEH
North Kingstown,United States,NCO,KOQU
North Myrtle Beach,United States,CRE,KCRE
North Platte,United States,LBF,KLBF
North Ronaldsay,United Kingdom,NRL,EGEN
North Shore,New Zealand,\N,NZNE
North Spirit Lake,Canada,YNO,CKQ3
North Weald,United Kingdom,\N,EGSX
North Wilkesboro,United States,IKB,KUKF
Northeim,Germany,\N,EDVN
Northolt,United Kingdom,NHT,EGWU
Northway,United States,ORT,PAOR
Norway House,Canada,YNE,CYNE
Norwich,United Kingdom,NWI,EGSH
Norwood,United States,OWD,KOWD
Nosara Beach,Costa Rica,NOB,MRNS
Noshahr,Iran,NSH,OINN
Nosy-be,Madagascar,NOS,FMNN
Not Specified,New Zealand,\N,XXXX
Notodden,Norway,NTB,ENNO
Notsch Im Gailtal,Austria,\N,LOKN
Nottingham,United Kingdom,NQT,EGBN
Nouadhibou,Mauritania,NDB,GQPP
Nouakschott,Mauritania,NKC,GQNO
Noumea,New Caledonia,GEA,NWWM
Noumea,New Caledonia,NOU,NWWW
Nova Iguacu,Brazil,QNV,SDNY
Novato,United States,NOT,KDVO
Novgorod,Russia,\N,ULLK
Novi Ligure,Italy,\N,LIMR
Novi Sad,Serbia,QND,LYNS
Novo Aripuana,Brazil,NVP,SWNA
Novo Progresso,Brazil,NPR,SJNP
Novokuznetsk,Russia,NOZ,UNWW
Novosibirsk,Russia,OVB,UNNT
Novosibirsk,Russia,\N,UNCC
Novosibirsk,Russia,\N,UNNE
Novy Urengoy,Russia,NUX,USMU
Nowra,Australia,NOA,YSNW
Noyabrsk,Russia,NOJ,USRO
Nuernberg,Germany,NUE,EDDN
Nueva Gerona,Cuba,GER,MUNG
Nuevo Casas Grandes,Mexico,NCG,MMCG
Nuevo Laredo,Mexico,NLD,MMNL
Nuiqsut,United States,NUI,PAQT
Nuku Hiva,French Polynesia,NHV,NTMD
Nukus,Uzbekistan,NCU,UTNN
Nukutavake,French Polynesia,NUK,NTGW
Nulato,United States,NUL,PANU
Null,Bosnia and Herzegovina,TZL,LQTZ
Null,United States,SUS,KSUS
Null,United States,\N,K2I3
Nummela,Finland,\N,EFNU
Nunukan-Nunukan Island,Indonesia,NNX,WRLF
Nuquí,Colombia,NQU,SKNQ
Nusawiru,Indonesia,CJN,WI1A
Nuugaatsiaq,Greenland,\N,BGNQ
Nuussuaq,Greenland,\N,BGNU
Nyagan,Russia,NYA,USHN
Nyala,Sudan,UYL,HSNN
Ny-Alesund,Svalbard,\N,ENAS
NYERI,Kenya,NYE,HKNI
Nyingchi,China,LZY,ZUNZ
Nyirregyhaza,Hungary,\N,LHNY
Nyirripi,Australia,\N,YNRR
Nylstroom,South Africa,\N,FANY
Nyurba,Russia,NYR,UENN
Nyutabaru,Japan,\N,RJFN
Nzagi,Angola,NZA,FNZG
Nzerekore,Guinea,NZE,GUNZ
Oak Island,United States,\N,KSUT
Oakey,Australia,OKY,YBOK
Oakland,United States,OAK,KOAK
Oakley,United States,OEL,UUOR
Oamaru,New Zealand,OAM,NZOU
Oaxaca,Mexico,OAX,MMOX
Obera,Argentina,\N,SATO
Obermehler,Germany,\N,EDCO
Oberpfaffenhofen,Germany,OBF,EDMO
Obidos Tirios,Brazil,\N,SBTS
Obihiro,Japan,OBO,RJCB
Obock,Djibouti,OBC,HDOB
Ocala,United States,OCF,KOCF
Ocana,Spain,\N,LEOC
Ocana,Colombia,OCV,SKOC
Ocean Reef Club Airport,United States,OCA,07FA
Oceana,United States,NTU,KNTU
Oceanside,United States,\N,KNFG
Ocho Rios,Jamaica,OCJ,MKBS
Oconomowoc,United States,\N,0WI8
Ocseny,Hungary,\N,LHOY
Odate Noshiro,Japan,ONJ,RJSR
Odense,Denmark,ODE,EKOD
Odesa,Ukraine,\N,UKOE
Odessa,Ukraine,ODS,UKOO
Odienne,Cote d'Ivoire,KEO,DIOD
Odiham,United Kingdom,ODH,EGVO
Odika,Japan,\N,RJDO
Ogden,United States,HIF,KHIF
Ogden,United States,OGD,KOGD
Ogdensburg,United States,OGS,KOGS
Ogoki Post,Canada,YOG,CNT3
Ohakea,New Zealand,OHA,NZOH
Ohrid,Macedonia,OHD,LWOH
Oioiapoque,Brazil,OYK,SBOI
Oita,Japan,OIT,RJFO
Okara,Pakistan,\N,OPOK
Okaukuejo,Namibia,OKF,FYOO
Okavango Delta,Botswana,\N,FBCO
Okayama,Japan,OKJ,RJOB
Okeechobee,United States,OBE,KOBE
Okhotsk,Russia,OHO,UHOO
Oki Island,Japan,OKI,RJNO
Okierabu,Japan,OKE,RJKB
Okinawa,Japan,OKA,ROAH
Okiwi,New Zealand,\N,NZOX
Oklahoma City,United States,TIK,KTIK
Oklahoma City,United States,OKC,KOKC
Oklahoma City,United States,PWA,KPWA
Okmulgee,United States,OKM,KOKM
Okondja,Gabon,OKN,FOGQ
Oksibil,Indonesia,OKL,WAJO
Okushiri,Japan,OIR,RJEO
Olathe,United States,JCI,KIXD
Olathe,United States,OJC,KOJC
Olavarria,Argentina,OVR,SAZF
Olbia,Italy,OLB,LIEO
Old Crow,Canada,YOC,CYOC
Oldenburg,Germany,\N,EDWH
Olekminsk,Russia,OLZ,UEMO
Olenyok,Russia,ONK,UERO
Olgii,Mongolia,ULG,ZMUL
Olive Branch,United States,OLV,KOLV
Olongapo City,Philippines,SFS,RPLB
Olpoi,Vanuatu,OLJ,NVSZ
Olten,Switzerland,\N,LSPO
Olympia,United States,OLM,KOLM
Olympic Dam,Australia,OLP,YOLD
Omaha,United States,OMA,KOMA
Omaha,United States,OFF,KOFF
Omarama,New Zealand,\N,NZOA
Omboue Hospial,Gabon,OMB,FOOH
Omidyeh,Iran,OMI,OIAJ
Omsk,Russia,OMS,UNOO
Omsk,Russia,\N,UNOS
Omsukchan,Russia,\N,UHMF
Ondangwa,Namibia,OND,FYOA
Ondjiva,Angola,VPE,FNGI
One Hundred Mile House,Canada,\N,CAV3
Onslow,Australia,ONS,YOLW
Ontario,United States,ONT,KONT
Ontario,United States,ONO,KONO
Opolu,United States,UPP,PHUP
Optand,Sweden,\N,ESNM
Oradea,Romania,OMR,LROD
Oran,Algeria,TAF,DAOL
Oran,Algeria,ORN,DAOO
Oran,Argentina,ORA,SASO
Orange,France,XOG,LFMO
Orange,Australia,OAG,YORG
Orangeburg,United States,OGB,KOGB
Oranjemund,Namibia,OMD,FYOG
Oranjestad,Aruba,AUA,TNCA
Oranjestad,Netherlands Antilles,EUX,TNCE
Orapa,Botswana,ORP,FBOR
Ordu-Giresun,Turkey,OGU,LTCB
Orebro,Sweden,ORB,ESOE
Orenburg,Russia,REN,UWOO
Orillia,Canada,\N,CNJ4
Orinduik,Guyana,ORJ,SYOR
Oristano,Italy,FNU,LIER
Oriximina,Brazil,TMT,SBTB
Oriximina,Brazil,ORX,SNOX
Orland,Norway,OLA,ENOL
Orlando,United States,ORL,KORL
Orlando,United States,MCO,KMCO
Orlando,United States,\N,2FD7
Orleans,France,ORE,LFOJ
Orleans,France,\N,LFOZ
Ormara Raik,Pakistan,ORW,OPOR
Ormoc City,Philippines,OMC,RPVO
Ormond Beach,United States,\N,KOMN
Ornskoldsvik,Sweden,OER,ESNO
Orsa,Sweden,\N,ESNR
Orsk,Russia,OSW,UWOR
Orsta-Volda,Norway,HOV,ENOV
Oruro,Bolivia,ORU,SLOR
Osaka,Japan,ITM,RJOO
Osaka,Japan,\N,RJOY
Osaka,Japan,KIX,RJBB
Osan,South Korea,OSN,RKSO
Oscoda,United States,OSC,KOSC
Osh,Kyrgyzstan,OSS,UAFO
Oshawa,Canada,YOO,CYOO
Oshima,Japan,OIM,RJTO
Oshkosh,United States,OSH,KOSH
Osijek,Croatia,OSI,LDOS
Oskarshamn,Sweden,OSK,ESMO
Oslo,Norway,OSL,ENGM
Oslo,Norway,FBU,ENFB
Osnabrueck,Germany,\N,EDWO
Osorno,Chile,ZOS,SCJO
Ostend,Belgium,OST,EBOS
Östersund,Sweden,OSD,ESNZ
Ostrava,Czech Republic,OSR,LKMT
Osubi,Nigeria,QRW,DNSU
Ota,Portugal,\N,LPOT
Otjiwarongo,Namibia,OTJ,FYOW
Ottawa,Canada,YOW,CYOW
Ottawa,Canada,YRO,CYRO
Ottawa,Canada,\N,CYRP
Ottumwa,United States,OTM,KOTM
Otu,Colombia,OTU,SKOT
Ouagadougou,Burkina Faso,OUA,DFFD
Ouargla,Algeria,OGX,DAUU
Ouarzazate,Morocco,OZZ,GMMZ
Oudtshoorn,South Africa,OUH,FAOH
Ouessant,France,\N,LFEC
Ouesso,Congo (Kinshasa),OUE,FCOU
Oujda,Morocco,OUD,GMFO
Oulu,Finland,OUL,EFOU
Ourilandia do Norte,Brazil,OIA,SDOW
Outer Skerries,United Kingdom,OUK,EGOU
Ouvea,New Caledonia,UVE,NWWV
Ovar,Portugal,\N,LPOV
Ovda,Israel,VDA,LLOV
Overberg,South Africa,OVG,FAOB
Owando,Congo (Kinshasa),FTX,FCOO
Owen Sound,Canada,YOS,CYOS
Owensboro,United States,OWB,KOWB
Oxford,United Kingdom,OXF,EGTK
Oxford,United States,OXC,KOXC
Oxford,United States,\N,KHNZ
Oxford,United States,UOX,KUOX
Oxford House,Canada,YOH,CYOH
Oxnard,United States,OXR,KOXR
Oyem,Gabon,OYE,FOGO
Oyo,Congo (Brazzaville),OLL,FCOD
Ozamis,Philippines,OZC,RPMO
Ozona,United States,OZA,KOZA
Ozuki,Japan,\N,RJOZ
Paama Island,Vanuatu,PBJ,NVSI
Paamiut,Greenland,JFR,BGFH
Pachuca,Mexico,\N,MMPC
Padang,Indonesia,PDG,WIPT
Padang,Indonesia,\N,WIMG
Padang Sidempuan,Indonesia,AEG,WIME
Paderborn,Germany,PAD,EDLP
Padova,Italy,QPA,LIPU
PADUCAH,United States,PAH,KPAH
Pagadian,Philippines,PAG,RPMP
Page,United States,PGA,KPGA
Pagerungan,Indonesia,\N,WA19
Pago Pago,American Samoa,PPG,NSTU
Pahokee,United States,PHK,KPHK
Pai,Thailand,PYY,VTCI
Pailton,United Kingdom,GBA,EGBP
Pajala,Sweden,PJA,ESUP
Pakhokku,Burma,PKK,VYPU
Pakse,Laos,PKZ,VLPS
Pakuba,Uganda,\N,HUPA
Palacios,United States,PSX,KPSX
Palana,Russia,\N,UHPL
Palanan,Philippines,\N,RPLN
Palanga,Lithuania,PLQ,EYPA
Palangkaraya,Indonesia,PKY,WAOP
Palembang,Indonesia,PLM,WIPP
Palenque,Mexico,PQM,MMPQ
Palermo,Italy,PMO,LICJ
Palermo,Italy,\N,LICP
Palm Island,Australia,PMK,YPAM
Palm Springs,United States,PSP,KPSP
Palm Springs,United States,TRM,KTRM
Palm Springs,United States,UDD,KUDD
Palma de Mallorca,Spain,PMI,LEPA
Palmar Sur,Costa Rica,PMZ,MRPM
Palmarito,Venezuela,PTM,SVPT
Palmas,Brazil,PMW,SBPJ
Palmdale,United States,PMD,KPMD
Palmer,United States,PAQ,PAAQ
Palmerston North,New Zealand,PMR,NZPM
Palmyra,Syria,PMS,OSPR
Palo Alto,United States,PAO,KPAO
Paloemeu,Suriname,OEM,SMPA
Palu,Indonesia,PLW,WAML
Paluknys,Lithuania,\N,EYVP
Pamiers,France,\N,LFDJ
Pampa,United States,PPA,KPPA
Pamplona,Spain,PNA,LEPP
Panagarh,India,\N,VEPH
Panama,Panama,PAC,MPMG
Panama City,Panama,PTY,MPTO
Panama City,United States,PAM,KPAM
Panama City,United States,PFN,KPFN
Panama City,United States,ECP,KECP
Pandora,Costa Rica,\N,MRPD
Panevezys,Lithuania,PNV,EYPP
Pangkal Pinang,Indonesia,PGK,WIPK
Pangkalan Bun,Indonesia,PKN,WAOI
Pangkor Island,Malaysia,PKG,WMPA
Pangnirtung,Canada,YXP,CYXP
Panjgur,Pakistan,PJG,OPPG
Panshanger,United Kingdom,\N,EGLG
Pantelleria,Italy,PNL,LICG
Panzhihua,China,PZI,ZUZH
Papa,Hungary,\N,LHPA
Papa Westray,United Kingdom,PPW,EGEP
Papeete,French Polynesia,PPT,NTAA
Paphos,Cyprus,PFO,LCPH
Papunya,Australia,\N,YPAY
Paraburdoo,Australia,PBO,YPBO
Paracatu,Brazil,\N,SNZR
Parachinar,Pakistan,PAJ,OPPC
Paraguana,Venezuela,LSP,SVJC
Parakou,Benin,PKO,DBBP
Paramaribo,Suriname,ORG,SMZO
Parana,Argentina,PRA,SAAP
Paraparaumu,New Zealand,PPQ,NZPP
Paraty,Brazil,\N,SDTK
Parauapebas,Brazil,CKS,SBCJ
Parchim,Germany,SZW,EDOP
Pardubice,Czech Republic,PED,LKPD
Parintins,Brazil,PIN,SWPI
Paris,France,LBG,LFPB
Paris,France,CDG,LFPG
Paris,France,ORY,LFPO
Paris,United States,PRX,KPRX
PARKERSBURG,United States,PKB,KPKB
Parkes,Australia,PKE,YPKS
Parma,Italy,PMF,LIMP
Parnaiba,Brazil,PHB,SBPB
Parnu,Estonia,EPU,EEPU
Paros,Greece,PAS,LGPA
Parry Sound,Canada,YPD,CNK4
Parsabad,Iran,PFQ,OITP
Parsons,United States,PPF,KPPF
Parys,South Africa,\N,FAPY
Pasaje,Ecuador,\N,SEPS
Pasco,United States,PSC,KPSC
Pasighat,India,IXT,VEPG
Pasir Pangaraian,Indonesia,PPR,WIDE
Pasni,Pakistan,PSI,OPPI
Paso De Los Libres,Argentina,AOL,SARL
Paso Robles,United States,PRB,KPRB
Passo Fundo,Brazil,PFB,SBPF
Pastaza,Ecuador,PTZ,SESM
Pasto,Colombia,PSO,SKPS
Pathankot,India,IXP,VIPK
Pathein,Burma,BSX,VYPN
Patiala,India,\N,VIPL
Patina,India,PAT,VEPT
Patos de Minas,Brazil,POJ,SNPD
Patras,Greece,GPA,LGRX
Patreksfjordur,Iceland,PFJ,BIPA
Patricia Bay,Canada,\N,CAP5
Pattani,Thailand,PAN,VTSK
Pattaya,Thailand,UTP,VTBU
Pattijoki,Finland,\N,EFRH
Patuxent River,United States,NHK,KNHK
Pau,France,PUF,LFBP
Paulatuk,Canada,YPC,CYPC
Paulo Alfonso,Brazil,PAV,SBUF
Pavlodar,Kazakhstan,PWQ,UASP
Paya Lebar,Singapore,QPG,WSAP
Payerne,Switzerland,\N,LSMP
Paysandu,Uruguay,PDU,SUPU
Paz De Ariporo,Colombia,PZA,SKPZ
Peace River,Canada,YPE,CYPE
Peawanuck,Canada,YPO,CYPO
Pechora,Russia,PEX,UUYP
Pecos,United States,PEQ,KPEQ
Pécs-Pogány,Hungary,PEV,LHPP
Pedro Juan Caballero,Paraguay,PJC,SGPJ
Peenemunde,Germany,PEF,EDCP
Pehuajo,Argentina,PEH,SAZP
Peine,Germany,\N,EDVP
Pekanbaru,Indonesia,PKU,WIBB
Pelee,Canada,\N,CYPT
Pellston,United States,PLN,KPLN
Pellworm,Germany,\N,EDHP
Pelly Bay,Canada,YBB,CYBB
Pelotas,Brazil,PET,SBPK
Pemba,Mozambique,POL,FQPB
Pemba,Tanzania,PMA,HTPE
Pembina,United States,PMB,KPMB
Pembroke,Canada,YTA,CYTA
Penang,Malaysia,PEN,WMKP
Pendicherry,India,PNY,VOPC
Pendleton,United States,PDT,KPDT
Penneshaw,Australia,PEA,YPSH
Penrhyn Island,Cook Islands,PYE,NCPY
Pensacola,United States,NPA,KNPA
Pensacola,United States,PNS,KPNS
Pentecost Island,Vanuatu,SSR,NVSH
Penticton,Canada,YYF,CYYF
Penza,Russia,PEZ,UWPP
Penzance,United Kingdom,PZE,EGHK
Peoria,United States,PIA,KPIA
Pereira,Colombia,PEI,SKPE
Perigueux,France,PGX,LFBX
Perito Moreno,Argentina,PMQ,SAWP
Perm,Russia,PEE,USPP
Peronne,France,\N,LFAG
Perpignan,France,PGF,LFMP
Perry,United States,\N,KF22
Perry,United States,\N,KPXE
Perryville,United States,KPV,PAPE
Perth,Australia,JAD,YPJT
Perth,Australia,PER,YPPH
Perth,Australia,\N,YPEA
Perth,United Kingdom,PSL,EGPT
Pertominsk,Russia,\N,ULAT
Peru,United States,GUS,KGUS
Peru,United States,VYS,KVYS
Perugia,Italy,PEG,LIRZ
Pescara,Italy,PSR,LIBP
Peshawar,Pakistan,PEW,OPPS
Petawawa,Canada,YWA,CYWA
Peterborough,Canada,YPQ,CYPQ
Peterborough,United Kingdom,\N,EGSF
Petermann,Australia,KCS,YKCS
Petersburg,United States,PSG,PAPG
Petersburg,United States,PTB,KPTB
Petrolina,Brazil,PNZ,SBPL
Petroline 10,Saudi Arabia,\N,OEPJ
Petroline 3,Saudi Arabia,\N,OEPC
Petroline 6,Saudi Arabia,\N,OEPF
Petropavlosk,Kazakhstan,PPK,UACP
Petropavlovsk,Russia,PKC,UHPP
Petrozavodsk,Russia,PES,ULPB
Petrozavodsk,Russia,\N,ULPP
Pevek,Russia,PWE,UHMP
Phalaborwa,South Africa,PHW,FAPH
Phalsbourg,France,\N,LFQP
Phan Rang,Vietnam,PHA,VVPR
Phaplu,Nepal,PPL,VNPL
Phetchabun,Thailand,\N,VTPL
Phetchabun,Thailand,PHY,VTPB
Philadelphia,United States,PNE,KPNE
Philadelphia,United States,PHL,KPHL
Philadelphia,United States,BBX,KLOM
Philipsburg,Netherlands Antilles,SXM,TNCM
Philipsburg,United States,\N,KPSB
Phillip Island,Australia,\N,YPID
Phillips,United States,\N,KPBH
Phinda,South Africa,PZL,FADQ
Phitsanulok,Thailand,PHS,VTPP
Phnom-penh,Cambodia,PNH,VDPP
Phoenix,United States,PHX,KPHX
Phoenix,United States,LUF,KLUF
Phoenix,United States,\N,KA39
Phoenix ,United States,DVT,KDVT
Phon Savan,Laos,XKH,VLXK
Phong Savanh,Laos,\N,VLPV
Phongsaly,Laos,PCQ,VLFL
Phrae,Thailand,PRH,VTCP
Phucat,Vietnam,UIH,VVPC
Phuket,Thailand,HKT,VTSP
Phuquoc,Vietnam,PQC,VVPQ
Piacenza,Italy,\N,LIMS
Pickle Lake,Canada,YPL,CYPL
Pico,Portugal,PIX,LPPI
Picos,Brazil,PCS,SNPC
Picton,New Zealand,PCN,NZPN
Piedras Negras,Mexico,PDS,MMPG
Pierre,United States,PIR,KPIR
Piestany,Slovakia,PZY,LZPP
Pietermaritzburg,South Africa,PZB,FAPM
Piikajarvi,Finland,\N,EFPI
Pikangikum,Canada,YPM,CYPM
Pikeville,United States,PVL,KPBX
Pikienkondre of Miranda,Suriname,\N,SMGH
Pikwitonei,Canada,PIW,CZMN
Pilanesberg,South Africa,NTY,FAPN
Pilar,Paraguay,PIL,SGPI
Pilot Point,United States,PIP,PAPN
Pimenta Bueno,Brazil,PBQ,SWPM
Pinar Del Rio,Cuba,SNJ,MUSJ
Pinar Del Rio Norte,Cuba,QPD,MUPR
Pincher Creek,Canada,WPC,CZPC
Pine Bluff,United States,PBF,KPBF
Pine Mountain,United States,PIM,KPIM
Pinedale,United States,PWY,KPNA
Pinehurst-Southern Pines,United States,SOP,KSOP
Pineville,United States,\N,KI16
Pingtung,Taiwan,\N,RCDC
Pingtung,Taiwan,PIF,RCSQ
Pipalyatjara,Australia,\N,YMDV
Piracununga,Brazil,QPS,SBYS
Pirlangimpi,Australia,GPN,YGPT
Pisa,Italy,PSA,LIRP
Pisco,Peru,PIO,SPSO
Pitalito,Colombia,PTX,SKPI
Pitea,Sweden,\N,ESNP
Pitt Meadows,Canada,\N,CYPK
Pittsburgh,United States,PIT,KPIT
Pittsburgh,United States,AGC,KAGC
Piura,Peru,PIU,SPUR
Placida,United States,\N,FA54
Plaisance,Mauritius,MRU,FIMP
Plattsburgh,United States,PBG,KPBG
Playa Samara,Costa Rica,\N,MRSR
Pleiku,Vietnam,PXU,VVPK
